load_center_id,connected_substation_count,active_substation_count,connected_vre_nameplate_gw,existing_dpv_local_gw,simultaneous_nameplate_interface_capacity_gw,province_code,province_name_en,province_name_zh,city_name_zh,lon,lat,annual_demand_share_in_province,initial_capacity_method
LC_156445200,17.0,5.0,0.731,0.051748642,0.731,44,Guangdong,广东,揭阳,116.2191994112166,23.3797553466102,0.0300678744147148,simultaneous_2025_nameplate_stress_city337_route
LC_156445300,17.0,6.0,1.374677184,0.09402659,1.374677184,44,Guangdong,广东,云浮,111.8530148966964,22.80276456891656,0.0226092025363289,simultaneous_2025_nameplate_stress_city337_route
LC_156450100,22.0,12.0,3.5177679069999996,0.0601790499999999,3.5177679069999996,45,Guangxi,广西,南宁,108.40232287168864,22.872588572596676,0.0984284712415369,simultaneous_2025_nameplate_stress_city337_route
LC_156450200,17.0,8.0,2.103980637,0.0,2.103980637,45,Guangxi,广西,柳州,109.38503725709194,24.49914364617686,0.074895213320461,simultaneous_2025_nameplate_stress_city337_route
LC_156450300,27.0,12.0,2.113026968,0.00010399,2.113026968,45,Guangxi,广西,桂林,110.41433023649508,25.275468365762723,0.0770914282110808,simultaneous_2025_nameplate_stress_city337_route
LC_156450400,6.0,4.0,1.4652208569999998,0.012336549,1.4652208569999998,45,Guangxi,广西,梧州,111.0465508826504,23.38984403184593,0.0582308015694166,simultaneous_2025_nameplate_stress_city337_route
LC_156450500,6.0,5.0,3.482367423,7.3658097940000005,3.482367423,45,Guangxi,广西,北海,109.23573210385372,21.534618777440425,0.0592357455223969,simultaneous_2025_nameplate_stress_city337_route
LC_156450600,13.0,4.0,2.465778288,0.006156961,2.465778288,45,Guangxi,广西,防城港,108.16129296075432,21.726787975037045,0.0728833796337116,simultaneous_2025_nameplate_stress_city337_route
LC_156450700,3.0,1.0,1.3192937679999996,0.0,1.3192937679999996,45,Guangxi,广西,钦州,108.9377032844117,22.14821454359344,0.0571009071037768,simultaneous_2025_nameplate_stress_city337_route
LC_156450800,12.0,5.0,2.291004472,0.263608804,2.291004472,45,Guangxi,广西,贵港,109.96410674653656,23.300795947921504,0.0527792028347627,simultaneous_2025_nameplate_stress_city337_route
LC_156450900,10.0,4.0,2.8064865699999997,0.03989504,2.8064865699999997,45,Guangxi,广西,玉林,110.18727243116685,22.47570488525635,0.0558353473104918,simultaneous_2025_nameplate_stress_city337_route
LC_156451000,28.0,12.0,2.7569153609999995,0.199669756,2.7569153609999995,45,Guangxi,广西,百色,106.62947058511308,23.809717466434208,0.1386287691489992,simultaneous_2025_nameplate_stress_city337_route
LC_156451100,15.0,5.0,1.3028440589999999,0.02593365,1.3028440589999999,45,Guangxi,广西,贺州,111.41977853144816,24.37940586970665,0.0586250395433862,simultaneous_2025_nameplate_stress_city337_route
LC_156451200,4.0,2.0,1.365124602,0.465741707,1.365124602,45,Guangxi,广西,河池,107.93343691963244,24.55824782798017,0.0805853609055466,simultaneous_2025_nameplate_stress_city337_route
LC_156451300,18.0,6.0,5.802483079999999,0.2741494209999999,5.802483079999999,45,Guangxi,广西,来宾,109.30827756406516,23.75913204923754,0.0623800846238314,simultaneous_2025_nameplate_stress_city337_route
LC_156451400,8.0,2.0,1.378673413,0.8210121939999999,1.378673413,45,Guangxi,广西,崇左,107.32713150278668,22.503481226151123,0.0533002490306009,simultaneous_2025_nameplate_stress_city337_route
LC_156460100,17.0,8.0,2.442403384,0.443275806,2.442403384,46,Hainan,海南,海口,110.40370704731724,19.863765975260748,0.0826725625280352,simultaneous_2025_nameplate_stress_city337_route
LC_156460200,8.0,3.0,0.835680452,0.866028628,0.835680452,46,Hainan,海南,三亚,109.4930453045601,18.35564839578832,0.0509421519168126,simultaneous_2025_nameplate_stress_city337_route
LC_156460300,0.0,0.0,0.0,0.0,0.0,46,Hainan,海南,三沙,114.2732119697714,7.750866690792407,0.0006090764641496,simultaneous_2025_nameplate_stress_city337_route
LC_156460400,24.0,6.0,3.265162124,2.363745927,3.265162124,46,Hainan,海南,儋州,109.4015060848739,19.568158513843787,0.8657762090910024,simultaneous_2025_nameplate_stress_city337_route
LC_156500000,58.0,14.0,3.896851076,2.5552813709999995,3.896851076,50,Chongqing,重庆,重庆,106.98904594478245,29.787793594799087,1.0,simultaneous_2025_nameplate_stress_city337_route
LC_156510100,40.0,5.0,0.01,3.7311e-05,0.01,51,Sichuan,四川,成都,104.02967468052346,30.664370070341008,0.0299850312800572,simultaneous_2025_nameplate_stress_city337_route
LC_156510300,5.0,0.0,0.0,0.0,0.0,51,Sichuan,四川,自贡,104.74368219902364,29.27202698561255,0.0597709002228023,simultaneous_2025_nameplate_stress_city337_route
LC_156510400,9.0,7.0,3.347632988,0.15728669099999998,3.347632988,51,Sichuan,四川,攀枝花,101.72600829137023,26.634952925116384,0.0465718268715372,simultaneous_2025_nameplate_stress_city337_route
LC_156510500,3.0,1.0,0.15000000000000002,0.0,0.15000000000000002,51,Sichuan,四川,泸州,105.55010934510524,28.728667426809118,0.0639794538359181,simultaneous_2025_nameplate_stress_city337_route
LC_156510600,26.0,1.0,0.002278619,0.0,0.002278619,51,Sichuan,四川,德阳,104.39062371423518,31.1337135314188,0.0690361268503107,simultaneous_2025_nameplate_stress_city337_route
LC_156510700,27.0,1.0,0.450622053,6.214299999999999e-05,0.450622053,51,Sichuan,四川,绵阳,104.81213958818869,31.522507427125984,0.0549842399983341,simultaneous_2025_nameplate_stress_city337_route
LC_156510800,9.0,3.0,0.9728316430000001,0.0007000439999999,0.9728316430000001,51,Sichuan,四川,广元,105.83683874284044,32.275084797714605,0.0436828639484201,simultaneous_2025_nameplate_stress_city337_route
LC_156510900,5.0,0.0,0.0,0.0,0.0,51,Sichuan,四川,遂宁,105.49386092322884,30.63385672064539,0.0481779603909621,simultaneous_2025_nameplate_stress_city337_route
LC_156511000,4.0,0.0,0.0,0.0,0.0,51,Sichuan,四川,内江,104.97110653760602,29.61127254486427,0.0969875116644247,simultaneous_2025_nameplate_stress_city337_route
LC_156511100,3.0,2.0,0.31,0.0,0.31,51,Sichuan,四川,乐山,103.70299933774344,29.46996363896784,0.0697727232835219,simultaneous_2025_nameplate_stress_city337_route
LC_156511300,4.0,1.0,0.001,0.0,0.001,51,Sichuan,四川,南充,106.17100971739904,31.10527330918077,0.0381637649848851,simultaneous_2025_nameplate_stress_city337_route
LC_156511400,11.0,0.0,0.0,0.0,0.0,51,Sichuan,四川,眉山,103.84734835725538,30.008882516159733,0.0209838896908168,simultaneous_2025_nameplate_stress_city337_route
